unix,open,high,low,close,vwap,volume,tradecount,date,volume_from,Name,vwap_
1638774120,42626.1,42661.2,42626.1,42633.6,42635.8,2.38122668,28,2021-12-06 07:02:00,101520.265784448,BTCEUR,42855.66
1638774180,42655.0,42702.0,42639.2,42660.7,42683.0,2.46443676,41,2021-12-06 07:03:00,105134.59728733198,BTCEUR,42846.16
1638774240,42663.9,42705.0,42632.5,42705.0,42691.0,4.33315660,38,2021-12-06 07:04:00,185047.45260299998,BTCEUR,42835.02
1638774300,42691.9,42773.0,42676.4,42746.5,42749.5,14.65382385,42,2021-12-06 07:05:00,626399.681204025,BTCEUR,42816.36
1638774360,42743.3,42776.2,42742.9,42760.0,42763.2,1.98342324,28,2021-12-06 07:06:00,84811.1777424,BTCEUR,42814.79
1638774420,42762.3,42802.5,42752.6,42794.6,42787.7,0.38877972,15,2021-12-06 07:07:00,16637.672605511998,BTCEUR,42814.68
1638774480,42809.3,42851.0,42802.9,42837.2,42825.5,2.30297655,29,2021-12-06 07:08:00,98653.06706765998,BTCEUR,42815.38
1638774540,42837.1,42837.1,42808.8,42808.8,42830.3,0.29761931,13,2021-12-06 07:09:00,12740.725517928002,BTCEUR,42815.36
1638774600,42813.9,42837.2,42812.3,42812.3,42814.5,0.77055326,18,2021-12-06 07:10:00,32989.157333098,BTCEUR,42815.33
1638774660,42803.0,42803.0,42732.7,42751.2,42776.9,1.24914662,31,2021-12-06 07:11:00,53402.516980944,BTCEUR,42814.28
1638774720,42747.2,42747.3,42700.2,42707.0,42724.1,0.44991304,20,2021-12-06 07:12:00,19214.43619928,BTCEUR,42813.65
1638774780,42707.4,42707.5,42700.0,42705.0,42704.5,0.58747264,22,2021-12-06 07:13:00,25088.0190912,BTCEUR,42812.83
1638774840,42705.0,42760.7,42704.9,42748.2,42728.8,0.20548675,22,2021-12-06 07:14:00,8784.188686349999,BTCEUR,42812.66
1638774900,42748.6,42772.2,42745.3,42745.3,42752.1,0.60597250,17,2021-12-06 07:15:00,25902.47630425,BTCEUR,42812.14
1638774960,42745.2,42745.3,42641.3,42721.1,42654.5,10.54337982,57,2021-12-06 07:16:00,450424.783628202,BTCEUR,42801.34
1638775020,42745.7,42774.4,42728.2,42728.2,42758.0,0.05644853,8,2021-12-06 07:17:00,2411.9440795459996,BTCEUR,42801.3
1638775080,42744.1,42759.7,42732.9,42732.9,42740.9,0.11251789,32,2021-12-06 07:18:00,4808.215741581,BTCEUR,42801.21
1638775140,42705.5,42709.8,42665.6,42672.4,42700.9,0.17225686,14,2021-12-06 07:19:00,7350.613632664001,BTCEUR,42800.96
1638775200,42683.2,42758.9,42675.0,42758.4,42735.8,0.77489650,28,2021-12-06 07:20:00,33133.3345056,BTCEUR,42800.6
1638775260,42758.3,42760.2,42758.3,42759.9,42760.1,1.64548307,17,2021-12-06 07:21:00,70360.691524893,BTCEUR,42799.87
1638775320,42759.8,42772.8,42750.8,42760.2,42757.4,0.88568518,30,2021-12-06 07:22:00,37872.075433836,BTCEUR,42799.49
1638775380,42734.8,42739.5,42712.0,42712.0,42718.5,0.26850828,17,2021-12-06 07:23:00,11468.52565536,BTCEUR,42799.23
1638775440,42711.9,42711.9,42661.1,42661.1,42681.9,0.67343135,20,2021-12-06 07:24:00,28729.322165485,BTCEUR,42798.24
1638775500,42650.0,42687.7,42613.2,42667.1,42666.6,1.42902927,30,2021-12-06 07:25:00,60972.534766017,BTCEUR,42796.27
1638775560,42667.1,42667.1,42535.3,42549.6,42558.4,3.39052367,54,2021-12-06 07:26:00,144265.42594903198,BTCEUR,42787.8
1638775620,42549.6,42549.6,42470.6,42516.5,42485.0,6.82317906,92,2021-12-06 07:27:00,290097.69250449,BTCEUR,42770.27
1638775680,42520.6,42554.7,42457.3,42457.3,42514.9,0.43318849,27,2021-12-06 07:28:00,18392.013676477,BTCEUR,42769.0
1638775740,42457.1,42457.1,42351.4,42424.1,42368.9,18.06783945,95,2021-12-06 07:29:00,766511.827610745,BTCEUR,42718.89
1638775800,42421.7,42530.3,42387.6,42516.6,42471.3,1.92565061,39,2021-12-06 07:30:00,81872.11672512599,BTCEUR,42715.79
1638775860,42509.0,42542.1,42442.0,42542.1,42492.2,0.46515135,21,2021-12-06 07:31:00,19788.515246835,BTCEUR,42715.16
1638775920,42549.3,42639.2,42549.3,42625.3,42589.6,4.86526432,46,2021-12-06 07:32:00,207383.351219296,BTCEUR,42711.82
1638775980,42656.9,42664.2,42592.8,42592.9,42645.0,4.31726315,33,2021-12-06 07:33:00,183884.75762163498,BTCEUR,42708.03
1638776040,42552.6,42599.1,42548.8,42587.0,42566.5,1.84762372,22,2021-12-06 07:34:00,78684.75136364,BTCEUR,42706.4
1638776100,42587.1,42696.7,42587.1,42674.2,42645.6,0.14429178,18,2021-12-06 07:35:00,6157.536278076,BTCEUR,42706.37
1638776160,42674.1,42742.5,42674.1,42724.0,42711.4,0.30540276,25,2021-12-06 07:36:00,13048.02751824,BTCEUR,42706.4
1638776220,42723.9,42723.9,42654.1,42661.8,42681.8,1.14842894,25,2021-12-06 07:37:00,48994.045752492006,BTCEUR,42706.04
1638776280,42662.5,42716.4,42659.8,42671.7,42688.7,0.43535037,22,2021-12-06 07:38:00,18577.140383528997,BTCEUR,42705.93
1638776340,42678.6,42687.4,42650.0,42652.4,42656.2,0.25605422,33,2021-12-06 07:39:00,10921.327013128,BTCEUR,42705.83
1638776400,42652.4,42668.6,42650.0,42650.0,42652.6,1.13583038,35,2021-12-06 07:40:00,48443.165707,BTCEUR,42705.38
1638776460,42658.6,42709.9,42650.8,42650.8,42681.7,0.69320943,20,2021-12-06 07:41:00,29565.936757044004,BTCEUR,42705.11
1638776520,42650.8,42679.8,42630.4,42677.4,42655.0,1.15490667,36,2021-12-06 07:42:00,49288.413918258,BTCEUR,42704.89
1638776580,42671.8,42671.8,42612.9,42615.4,42657.2,1.47722024,38,2021-12-06 07:43:00,62952.331415696004,BTCEUR,42703.97
1638776640,42644.0,42644.0,42597.9,42605.5,42603.8,0.50559611,23,2021-12-06 07:44:00,21541.175064605002,BTCEUR,42703.62
1638776700,42605.5,42749.7,42605.5,42749.7,42655.0,4.56891904,24,2021-12-06 07:45:00,195319.918284288,BTCEUR,42705.04
1638776760,42759.2,42769.3,42743.8,42764.3,42756.1,0.13290401,19,2021-12-06 07:46:00,5683.546954843,BTCEUR,42705.09
1638776820,42788.7,42838.8,42788.7,42834.2,42806.0,1.80815774,30,2021-12-06 07:47:00,77450.99026670799,BTCEUR,42706.65
1638776880,42834.1,42834.1,42813.4,42820.0,42818.4,0.51091529,22,2021-12-06 07:48:00,21877.3927178,BTCEUR,42707.03
1638776940,42793.3,42831.4,42767.1,42796.8,42797.0,1.15848336,30,2021-12-06 07:49:00,49579.380661248004,BTCEUR,42707.71
1638777000,42809.4,42868.6,42798.2,42829.0,42826.5,1.39556645,46,2021-12-06 07:50:00,59770.71548705,BTCEUR,42708.82
1638777060,42823.9,42835.2,42796.9,42806.3,42824.9,1.50133701,37,2021-12-06 07:51:00,64266.68245116301,BTCEUR,42709.76
1638777120,42821.9,42861.0,42821.9,42857.9,42842.3,1.86939686,30,2021-12-06 07:52:00,80118.423686194,BTCEUR,42711.53
1638777180,42856.7,42876.0,42817.2,42830.0,42833.7,2.48462306,35,2021-12-06 07:53:00,106416.4056598,BTCEUR,42713.38
1638777240,42830.0,42872.4,42829.9,42872.4,42836.0,0.54165850,35,2021-12-06 07:54:00,23222.1998754,BTCEUR,42713.92
1638777300,42872.4,42872.4,42845.5,42847.0,42856.7,0.77871274,29,2021-12-06 07:55:00,33365.504770780004,BTCEUR,42714.57
1638777360,42850.1,42874.9,42850.1,42868.9,42866.7,0.20317043,15,2021-12-06 07:56:00,8709.692846627,BTCEUR,42714.76
1638777420,42868.8,42879.2,42847.0,42879.2,42852.6,3.24559069,41,2021-12-06 07:57:00,139168.33231464797,BTCEUR,42718.02
1638777480,42867.1,42899.1,42847.0,42899.1,42873.9,0.16366681,29,2021-12-06 07:58:00,7021.1588488709995,BTCEUR,42718.2
1638777540,42894.6,43000.0,42888.9,42997.0,42955.0,1.53160378,97,2021-12-06 07:59:00,65854.36772866,BTCEUR,42720.79
1638777600,42997.0,43039.9,42970.9,43039.9,42996.3,7.17723485,282,2021-12-06 08:00:00,308907.470220515,BTCEUR,42734.1
1638777660,43057.6,43156.0,43028.6,43156.0,43101.2,0.93320342,49,2021-12-06 08:01:00,40273.32679352,BTCEUR,42736.39
1638777720,43156.1,43278.0,43156.1,43224.1,43208.4,7.95523191,73,2021-12-06 08:02:00,343857.739601031,BTCEUR,42757.92
1638777780,43205.2,43529.0,43176.5,43456.6,43417.0,13.43696659,165,2021-12-06 08:03:00,583924.882314994,BTCEUR,42806.65
1638777840,43507.9,43833.9,43507.9,43736.6,43731.8,14.04909150,212,2021-12-06 08:04:00,614459.4952989,BTCEUR,42870.24
1638777900,43725.3,43841.7,43560.3,43763.6,43645.8,5.23687347,69,2021-12-06 08:05:00,229184.435791692,BTCEUR,42892.46
1638777960,43762.9,43832.7,43554.8,43573.6,43631.9,3.84184440,62,2021-12-06 08:06:00,167402.99114784,BTCEUR,42904.61
1638778020,43575.3,43599.8,43412.8,43531.9,43521.0,1.76467901,56,2021-12-06 08:07:00,76819.83019541901,BTCEUR,42909.71
1638778080,43549.6,43570.8,43331.9,43349.5,43446.5,4.51507992,53,2021-12-06 08:08:00,195726.45699203998,BTCEUR,42918.62
1638778140,43369.5,43369.5,43109.4,43109.4,43263.8,3.76215839,71,2021-12-06 08:09:00,162184.39089786602,BTCEUR,42921.78
1638778200,43120.7,43197.0,43079.8,43183.8,43157.6,8.69575025,56,2021-12-06 08:10:00,375515.53964595,BTCEUR,42931.43
1638778260,43179.9,43179.9,42908.6,42935.5,42980.1,9.89335456,88,2021-12-06 08:11:00,424776.12471088005,BTCEUR,42931.59
1638778320,42904.8,42998.6,42904.8,42966.2,42936.0,4.49916898,41,2021-12-06 08:12:00,193312.194228476,BTCEUR,42932.21
1638778380,42971.4,43005.3,42932.7,42999.2,42977.5,2.28409664,25,2021-12-06 08:13:00,98214.32824268799,BTCEUR,42932.81
1638778440,42999.2,43017.8,42975.8,42991.7,42999.0,1.86269437,33,2021-12-06 08:14:00,80080.397546729,BTCEUR,42933.24
1638778500,42995.7,43151.7,42995.7,43143.1,43139.5,8.50662406,38,2021-12-06 08:15:00,367002.13248298597,BTCEUR,42940.02
1638778560,43144.7,43209.3,43119.3,43198.9,43161.2,2.23484790,44,2021-12-06 08:16:00,96542.97094731001,BTCEUR,42942.21
1638778620,43215.9,43258.8,43178.9,43258.8,43223.5,0.99946422,49,2021-12-06 08:17:00,43235.62280013601,BTCEUR,42943.4
1638778680,43258.8,43258.8,43199.7,43199.7,43214.1,3.18010278,34,2021-12-06 08:18:00,137379.48606516598,BTCEUR,42946.42
1638778740,43129.8,43129.8,43012.3,43034.9,43072.1,1.88832088,26,2021-12-06 08:19:00,81263.700238712,BTCEUR,42947.04
1638778800,43051.5,43117.7,43051.5,43085.5,43079.0,1.28781097,29,2021-12-06 08:20:00,55485.979547935,BTCEUR,42947.69
1638778860,43085.4,43085.4,43026.3,43026.3,43043.7,1.92902394,32,2021-12-06 08:21:00,82998.76274962201,BTCEUR,42948.24
1638778920,43029.7,43029.7,42856.5,42878.0,42884.9,8.12873041,63,2021-12-06 08:22:00,348543.70251997997,BTCEUR,42946.23
1638778980,42880.5,42880.5,42763.5,42763.5,42844.9,0.94186587,43,2021-12-06 08:23:00,40277.481131745,BTCEUR,42945.63
1638779040,42798.0,42798.0,42600.0,42600.0,42736.8,0.89815668,57,2021-12-06 08:24:00,38261.474568000005,BTCEUR,42944.56
1638779100,42605.5,42684.3,42597.9,42597.9,42638.4,1.95434446,27,2021-12-06 08:25:00,83250.969872634,BTCEUR,42942.22
1638779160,42592.6,42617.3,42500.0,42617.3,42522.1,2.72925377,65,2021-12-06 08:26:00,116313.42669222101,BTCEUR,42939.19
1638779220,42623.8,42624.1,42537.1,42596.5,42566.1,2.21479091,36,2021-12-06 08:27:00,94342.340997815,BTCEUR,42936.62
1638779280,42603.7,42659.7,42603.4,42654.1,42647.8,1.44934407,56,2021-12-06 08:28:00,61820.466896187,BTCEUR,42935.24
1638779340,42654.1,42776.5,42650.5,42761.9,42734.8,1.71562788,74,2021-12-06 08:29:00,73363.507841772,BTCEUR,42934.24
1638779400,42742.4,42787.9,42718.6,42787.9,42753.8,1.83858670,60,2021-12-06 08:30:00,78669.26386093,BTCEUR,42933.34
1638779460,42778.9,42804.6,42719.8,42719.8,42781.9,4.12299386,47,2021-12-06 08:31:00,176133.47310042803,BTCEUR,42930.44
1638779520,42719.7,42723.2,42589.0,42619.3,42690.1,1.84917608,54,2021-12-06 08:32:00,78810.59010634401,BTCEUR,42928.56
1638779580,42585.6,42594.8,42500.0,42500.0,42559.9,3.26990308,49,2021-12-06 08:33:00,138970.88090000002,BTCEUR,42924.04
1638779640,42503.1,42554.1,42474.2,42540.7,42511.6,0.93938906,43,2021-12-06 08:34:00,39962.268184741995,BTCEUR,42922.88
1638779700,42542.8,42600.0,42498.9,42498.9,42555.7,0.27626783,31,2021-12-06 08:35:00,11741.078880387,BTCEUR,42922.51
1638779760,42471.6,42528.2,42454.4,42496.7,42502.4,5.44115872,48,2021-12-06 08:36:00,231231.28977622397,BTCEUR,42915.19
1638779820,42492.8,42506.6,42433.2,42502.4,42459.0,4.07435316,51,2021-12-06 08:37:00,173169.78774758402,BTCEUR,42909.95
1638779880,42529.1,42529.1,42432.9,42510.6,42490.6,0.70775938,36,2021-12-06 08:38:00,30087.275899428,BTCEUR,42909.07
1638779940,42510.6,42600.0,42510.6,42599.9,42536.8,2.22444990,30,2021-12-06 08:39:00,94761.34329501001,BTCEUR,42906.94
1638780000,42580.0,42600.0,42580.0,42582.3,42599.1,1.05330387,39,2021-12-06 08:40:00,44852.101383501,BTCEUR,42905.89
1638780060,42592.8,42600.0,42504.2,42525.5,42578.3,6.34511646,44,2021-12-06 08:41:00,269829.25001973,BTCEUR,42898.6
1638780120,42525.4,42600.0,42524.4,42600.0,42560.3,0.92441819,47,2021-12-06 08:42:00,39380.214894000004,BTCEUR,42897.77
1638780180,42600.0,42648.7,42599.9,42632.7,42619.5,0.57889826,27,2021-12-06 08:43:00,24679.995849101997,BTCEUR,42897.3
1638780240,42656.5,42806.7,42656.5,42749.7,42667.4,5.19588285,48,2021-12-06 08:44:00,222122.43307264498,BTCEUR,42895.02
1638780300,42758.8,42758.8,42642.9,42658.2,42673.0,1.72253109,53,2021-12-06 08:45:00,73480.07574343799,BTCEUR,42893.81
1638780360,42690.0,42751.8,42672.2,42736.0,42706.5,0.67062029,33,2021-12-06 08:46:00,28659.62871344,BTCEUR,42893.5
1638780420,42757.1,42864.7,42695.7,42828.9,42776.2,1.90842824,57,2021-12-06 08:47:00,81735.88224813601,BTCEUR,42893.14
1638780480,42822.1,42915.1,42819.8,42907.2,42883.7,0.48815593,27,2021-12-06 08:48:00,20945.404119696,BTCEUR,42893.16
1638780540,42885.5,42975.5,42885.4,42911.3,42928.7,0.62663575,35,2021-12-06 08:49:00,26889.754658975005,BTCEUR,42893.19
1638780600,42906.9,42933.7,42765.3,42765.3,42882.3,0.80066618,34,2021-12-06 08:50:00,34240.729387554005,BTCEUR,42892.89
1638780660,42773.7,42806.4,42762.1,42777.5,42778.5,0.59451476,39,2021-12-06 08:51:00,25431.8551459,BTCEUR,42892.69
1638780720,42777.4,42777.4,42705.3,42725.2,42718.2,3.58112988,41,2021-12-06 08:52:00,153004.490348976,BTCEUR,42890.96
1638780780,42742.9,42756.1,42728.0,42737.3,42735.2,1.42376077,36,2021-12-06 08:53:00,60847.691155721,BTCEUR,42890.33
1638780840,42741.1,42800.8,42741.1,42756.1,42760.1,0.53538916,31,2021-12-06 08:54:00,22891.152463876002,BTCEUR,42890.13
1638780900,42756.0,42801.6,42715.3,42777.4,42775.4,0.53455333,28,2021-12-06 08:55:00,22866.801618742003,BTCEUR,42889.95
1638780960,42798.6,42798.6,42723.5,42773.0,42759.9,1.15514216,39,2021-12-06 08:56:00,49408.89560968,BTCEUR,42889.57
1638781020,42786.9,42828.7,42782.8,42803.3,42804.7,1.65897705,58,2021-12-06 08:57:00,71009.692364265,BTCEUR,42889.16
1638781080,42787.9,42813.0,42787.9,42792.2,42797.7,0.18514757,21,2021-12-06 08:58:00,7922.871844954,BTCEUR,42889.11
1638781140,42792.1,42797.8,42746.6,42746.6,42776.9,0.56927779,25,2021-12-06 08:59:00,24334.689978014,BTCEUR,42888.88
1638781200,42746.6,42746.6,42652.6,42704.1,42676.7,1.48868748,50,2021-12-06 09:00:00,63573.059014668,BTCEUR,42888.1
1638781260,42708.1,42839.9,42676.8,42784.3,42751.7,0.92418052,31,2021-12-06 09:01:00,39540.416621836,BTCEUR,42887.83
1638781320,42796.8,42838.9,42796.4,42823.2,42814.3,0.69159823,39,2021-12-06 09:02:00,29616.449322935998,BTCEUR,42887.71
1638781380,42824.9,42874.1,42822.1,42838.4,42842.1,1.63886048,47,2021-12-06 09:03:00,70206.160786432,BTCEUR,42887.48
1638781440,42853.3,42870.5,42754.6,42754.8,42822.5,1.44446913,37,2021-12-06 09:04:00,61757.988759324006,BTCEUR,42886.95
1638781500,42772.9,42813.0,42726.9,42734.6,42754.6,0.54965158,34,2021-12-06 09:05:00,23489.140410668002,BTCEUR,42886.71
1638781560,42724.7,42755.9,42706.2,42733.7,42739.7,0.17069290,19,2021-12-06 09:06:00,7294.3391807299995,BTCEUR,42886.64
1638781620,42731.1,42735.2,42680.0,42680.0,42684.8,1.80950010,34,2021-12-06 09:07:00,77229.464268,BTCEUR,42885.61
1638781680,42680.0,42680.1,42539.8,42539.8,42668.8,20.69070650,73,2021-12-06 09:08:00,880178.5163687001,BTCEUR,42866.96
1638781740,42570.1,42570.1,42510.0,42510.0,42519.3,1.61188712,52,2021-12-06 09:09:00,68521.3214712,BTCEUR,42865.46
1638781800,42510.0,42510.1,42434.1,42476.0,42478.8,6.92446046,74,2021-12-06 09:10:00,294123.38249896,BTCEUR,42858.6
1638781860,42476.0,42503.2,42469.9,42500.5,42488.2,18.08085598,78,2021-12-06 09:11:00,768445.41957799,BTCEUR,42842.83
1638781920,42500.5,42546.4,42478.1,42537.2,42499.2,1.08096380,52,2021-12-06 09:12:00,45981.17335335999,BTCEUR,42842.03
1638781980,42548.6,42548.6,42490.2,42490.3,42517.3,0.66621164,33,2021-12-06 09:13:00,28307.532447092002,BTCEUR,42841.46
1638782040,42490.3,42527.4,42478.0,42512.3,42508.3,0.43101262,34,2021-12-06 09:14:00,18323.337805226,BTCEUR,42841.11
1638782100,42543.1,42583.1,42530.0,42570.4,42570.2,0.63551543,30,2021-12-06 09:15:00,27054.146061272,BTCEUR,42840.7
1638782160,42570.4,42650.3,42570.4,42612.8,42608.2,0.59425673,33,2021-12-06 09:16:00,25322.943184144002,BTCEUR,42840.37
1638782220,42632.2,42662.6,42632.1,42662.6,42649.8,0.34866902,35,2021-12-06 09:17:00,14875.126932652,BTCEUR,42840.22
1638782280,42662.6,42698.2,42662.5,42698.2,42670.6,0.25502640,47,2021-12-06 09:18:00,10889.168232479999,BTCEUR,42840.13
1638782340,42700.4,42773.8,42684.0,42769.3,42698.3,4.68707923,42,2021-12-06 09:19:00,200463.097711639,BTCEUR,42839.34
1638782400,42753.1,42753.1,42714.5,42752.5,42740.0,1.17324702,39,2021-12-06 09:20:00,50159.24322255,BTCEUR,42839.09
1638782460,42746.1,42766.0,42714.6,42714.7,42726.5,0.94988302,36,2021-12-06 09:21:00,40573.968234394,BTCEUR,42838.81
1638782520,42714.6,42714.6,42631.6,42674.1,42684.1,0.55926783,46,2021-12-06 09:22:00,23866.251304203,BTCEUR,42838.59
1638782580,42669.5,42699.6,42613.5,42699.5,42659.8,0.58150804,22,2021-12-06 09:23:00,24830.10255398,BTCEUR,42838.4
1638782640,42699.6,42699.6,42618.9,42671.5,42649.1,1.25491416,41,2021-12-06 09:24:00,53549.06957844,BTCEUR,42837.9
1638782700,42679.6,42742.9,42679.2,42722.6,42707.7,2.29866577,52,2021-12-06 09:25:00,98204.978225402,BTCEUR,42837.28
1638782760,42722.7,42737.3,42704.4,42727.3,42724.7,1.60769987,27,2021-12-06 09:26:00,68692.674655451,BTCEUR,42836.86
1638782820,42731.2,42779.5,42722.7,42766.0,42748.4,0.31807621,26,2021-12-06 09:27:00,13602.84719686,BTCEUR,42836.81
1638782880,42773.0,42773.0,42675.0,42677.5,42734.7,0.47308809,31,2021-12-06 09:28:00,20190.216960975,BTCEUR,42836.63
1638782940,42671.5,42689.1,42640.4,42640.4,42668.4,0.81042620,29,2021-12-06 09:29:00,34556.89733848,BTCEUR,42836.26
1638783000,42638.1,42658.3,42631.6,42649.0,42651.3,0.47817598,29,2021-12-06 09:30:00,20393.72737102,BTCEUR,42836.05
1638783060,42648.9,42649.0,42602.8,42608.2,42634.2,0.57460661,28,2021-12-06 09:31:00,24482.953360202,BTCEUR,42835.75
1638783120,42600.1,42600.1,42567.9,42567.9,42598.8,2.84938710,61,2021-12-06 09:32:00,121292.42513409001,BTCEUR,42833.98
1638783180,42567.9,42581.6,42478.0,42478.0,42557.7,1.77954721,57,2021-12-06 09:33:00,75591.60638638001,BTCEUR,42832.53
1638783240,42480.4,42480.9,42412.7,42412.7,42438.7,1.39952095,57,2021-12-06 09:34:00,59357.462196065,BTCEUR,42831.18
1638783300,42412.6,42459.4,42401.9,42402.0,42427.8,1.79508707,62,2021-12-06 09:35:00,76115.28194213999,BTCEUR,42829.43
1638783360,42401.9,42401.9,41874.6,42085.3,42073.0,115.56527478,870,2021-12-06 09:36:00,4863599.258698734,BTCEUR,42675.37
1638783420,42100.6,42244.3,41997.7,41997.7,42186.9,8.67501204,138,2021-12-06 09:37:00,364330.553152308,BTCEUR,42665.02
1638783480,41997.7,42124.5,41922.6,42006.3,42001.9,5.37981580,92,2021-12-06 09:38:00,225986.15643954003,BTCEUR,42658.84
1638783540,41978.1,42093.4,41907.7,42086.7,42037.1,5.19080987,69,2021-12-06 09:39:00,218464.05775572898,BTCEUR,42653.7
1638783600,42109.6,42149.7,41909.0,41909.0,42043.8,10.82148835,71,2021-12-06 09:40:00,453517.75526014995,BTCEUR,42640.05
1638783660,41929.8,42080.9,41911.1,42080.9,41975.5,3.71130857,98,2021-12-06 09:41:00,156175.204803313,BTCEUR,42636.55
1638783720,42080.9,42080.9,41937.1,41937.1,41980.1,3.44295251,58,2021-12-06 09:42:00,144387.44370712098,BTCEUR,42632.52
1638783780,41927.5,41956.8,41855.0,41896.7,41905.4,4.85426793,82,2021-12-06 09:43:00,203377.807182831,BTCEUR,42626.59
1638783840,41913.7,42048.4,41913.7,42005.5,41999.3,5.00778903,42,2021-12-06 09:44:00,210354.682099665,BTCEUR,42621.46
1638783900,42040.4,42179.1,42013.8,42060.7,42077.1,2.17512137,70,2021-12-06 09:45:00,91487.12740715899,BTCEUR,42619.45
1638783960,42060.6,42060.7,42008.0,42027.3,42030.1,1.13846440,42,2021-12-06 09:46:00,47846.584878120004,BTCEUR,42618.35
1638784020,42027.2,42092.3,42027.2,42092.3,42079.0,0.35277926,29,2021-12-06 09:47:00,14849.290445698,BTCEUR,42618.04
1638784080,42092.3,42151.4,42085.2,42138.0,42094.8,2.27057899,41,2021-12-06 09:48:00,95677.65748062001,BTCEUR,42616.26
1638784140,42135.7,42159.7,42092.6,42123.8,42117.1,0.93285747,39,2021-12-06 09:49:00,39295.501494786,BTCEUR,42615.5
1638784200,42123.8,42167.2,42075.0,42075.0,42115.5,1.86785576,47,2021-12-06 09:50:00,78590.03110200001,BTCEUR,42613.86
1638784260,42078.2,42083.7,42032.8,42055.1,42048.9,4.85796703,84,2021-12-06 09:51:00,204302.289243353,BTCEUR,42609.48
1638784320,42055.1,42117.4,42034.9,42099.0,42067.9,9.52032360,45,2021-12-06 09:52:00,400796.1032364,BTCEUR,42601.74
1638784380,42098.9,42115.6,42056.9,42086.7,42069.6,8.60922738,101,2021-12-06 09:53:00,362333.969973846,BTCEUR,42594.78
1638784440,42086.6,42099.9,42056.9,42099.9,42071.5,7.78554129,35,2021-12-06 09:54:00,327770.509754871,BTCEUR,42588.8
1638784500,42100.0,42112.8,42043.2,42053.9,42082.8,4.90864856,46,2021-12-06 09:55:00,206427.815677384,BTCEUR,42584.76
1638784560,42070.1,42078.7,42034.9,42073.0,42059.9,8.41917550,35,2021-12-06 09:56:00,354219.9708115,BTCEUR,42578.21
1638784620,42072.9,42072.9,41948.3,41986.3,42016.5,3.10024021,51,2021-12-06 09:57:00,130167.61552912301,BTCEUR,42575.44
1638784680,41989.6,41999.0,41926.5,41950.0,41967.4,11.16300783,57,2021-12-06 09:58:00,468288.1784685,BTCEUR,42565.09
1638784740,41950.0,42063.2,41950.0,42063.2,41992.6,1.43492250,44,2021-12-06 09:59:00,60357.432102,BTCEUR,42564.02
1638784800,42042.6,42094.3,42030.3,42040.9,42075.0,5.30681971,40,2021-12-06 10:00:00,223103.476746139,BTCEUR,42559.94
1638784860,42014.0,42014.0,41969.6,42004.9,41995.9,7.27210658,52,2021-12-06 10:01:00,305464.10968224204,BTCEUR,42554.07
1638784920,42007.5,42088.4,42000.1,42088.4,42039.5,5.60894893,85,2021-12-06 10:02:00,236071.68614541204,BTCEUR,42550.29
1638784980,42084.7,42223.8,42084.6,42213.0,42134.2,3.41480420,84,2021-12-06 10:03:00,144149.1296946,BTCEUR,42548.63
1638785040,42213.1,42213.1,42174.1,42174.1,42191.2,16.11064479,92,2021-12-06 10:04:00,679451.9444379389,BTCEUR,42540.13
1638785100,42170.1,42223.8,42170.1,42182.3,42203.4,12.43835557,54,2021-12-06 10:05:00,524678.4461604111,BTCEUR,42533.97
1638785160,42180.1,42180.1,42105.2,42123.3,42147.9,10.35693686,60,2021-12-06 10:06:00,436268.358434838,BTCEUR,42528.17
1638785220,42153.6,42213.6,42153.6,42200.0,42203.7,5.15382859,45,2021-12-06 10:07:00,217491.566498,BTCEUR,42525.88
1638785280,42200.0,42223.8,42166.7,42217.1,42188.0,11.47977125,57,2021-12-06 10:08:00,484642.65083837503,BTCEUR,42521.14
1638785340,42222.3,42309.0,42222.3,42274.1,42284.5,14.48203211,86,2021-12-06 10:09:00,612214.873621351,BTCEUR,42516.44
1638785400,42270.6,42328.0,42229.2,42309.6,42288.1,1.56397490,46,2021-12-06 10:10:00,66171.15242904,BTCEUR,42516.02
1638785460,42307.8,42328.0,42285.3,42285.3,42306.7,7.88302799,64,2021-12-06 10:11:00,333336.20346554706,BTCEUR,42513.66
1638785520,42285.3,42304.0,42208.5,42254.8,42261.0,8.74874726,111,2021-12-06 10:12:00,369676.56572184805,BTCEUR,42510.76
1638785580,42253.7,42274.9,42250.1,42254.6,42265.1,6.72922857,56,2021-12-06 10:13:00,284340.86153392197,BTCEUR,42508.57
1638785640,42272.0,42320.8,42259.0,42287.6,42293.0,12.67984675,53,2021-12-06 10:14:00,536200.2874253,BTCEUR,42505.07
1638785700,42287.7,42380.1,42287.5,42364.1,42327.4,8.44059578,84,2021-12-06 10:15:00,357578.243683498,BTCEUR,42503.59
1638785760,42364.0,42374.2,42340.0,42340.0,42353.6,11.67993305,70,2021-12-06 10:16:00,494528.36533700005,BTCEUR,42501.26
1638785820,42340.1,42340.3,42278.7,42294.9,42316.1,16.99824143,90,2021-12-06 10:17:00,718938.9214577071,BTCEUR,42497.06
1638785880,42294.8,42317.8,42212.4,42220.0,42269.8,24.00918075,88,2021-12-06 10:18:00,1013667.611265,BTCEUR,42489.35
1638785940,42229.4,42272.9,42226.5,42259.6,42256.9,0.73960557,45,2021-12-06 10:19:00,31255.435545972,BTCEUR,42489.15
