unix,open,high,low,close,vwap,volume,tradecount,date,volume_from,Name
1638669060,43539.6,43623.7,43539.6,43623.7,43611.7,2.15595515,19,2021-12-05 01:51:00,94050.740677055,XBTEUR
1638669120,43612.2,43625.4,43591.5,43625.4,43608.5,0.04522024,10,2021-12-05 01:52:00,1972.7510580960002,XBTEUR
1638669180,43632.3,43641.3,43564.7,43564.7,43638.2,3.03048532,20,2021-12-05 01:53:00,132022.183820204,XBTEUR
1638669240,43559.2,43587.0,43559.2,43587.0,43572.1,4.69658571,10,2021-12-05 01:54:00,204710.08134176998,XBTEUR
1638669300,43601.4,43612.5,43580.0,43580.0,43594.2,3.19900528,18,2021-12-05 01:55:00,139412.65010240002,XBTEUR
1638669360,43559.6,43578.9,43554.7,43571.1,43560.3,2.04608096,11,2021-12-05 01:56:00,89149.99811625599,XBTEUR
1638669420,43577.0,43601.4,43552.1,43588.4,43570.1,0.81480143,13,2021-12-05 01:57:00,35515.890651412,XBTEUR
1638669480,43607.1,43610.6,43542.7,43546.2,43559.7,2.40134348,15,2021-12-05 01:58:00,104569.38344877599,XBTEUR
1638669540,43561.6,43562.5,43525.9,43525.9,43537.3,0.27956682,24,2021-12-05 01:59:00,12168.397450638,XBTEUR
1638669600,43504.2,43526.2,43500.0,43500.1,43515.4,4.39177677,29,2021-12-05 02:00:00,191042.72867267698,XBTEUR
1638669660,43500.1,43500.1,43465.6,43468.5,43472.8,3.97474842,32,2021-12-05 02:01:00,172776.35169477,XBTEUR
1638669720,43468.8,43481.6,43406.3,43406.3,43472.0,2.32987439,35,2021-12-05 02:02:00,101131.22673465702,XBTEUR
1638669780,43416.5,43457.7,43416.4,43439.9,43438.4,4.24160168,19,2021-12-05 02:03:00,184254.752819032,XBTEUR
1638669840,43450.0,43493.0,43430.6,43430.6,43465.2,6.58817424,29,2021-12-05 02:04:00,286128.360147744,XBTEUR
1638669900,43437.1,43438.1,43398.8,43423.4,43433.9,4.40096858,38,2021-12-05 02:05:00,191105.019036772,XBTEUR
1638669960,43426.7,43426.7,43385.0,43386.2,43416.3,3.11844947,25,2021-12-05 02:06:00,135297.67239531397,XBTEUR
1638670020,43394.3,43419.5,43394.3,43409.5,43414.7,1.20857119,25,2021-12-05 02:07:00,52463.471072305,XBTEUR
1638670080,43416.7,43416.7,43355.1,43355.1,43378.2,2.83012577,17,2021-12-05 02:08:00,122700.385770927,XBTEUR
1638670140,43355.1,43358.9,43355.0,43358.9,43357.2,4.66599237,9,2021-12-05 02:09:00,202312.296571593,XBTEUR
1638670200,43355.1,43363.2,43355.0,43355.0,43361.4,2.15506510,12,2021-12-05 02:10:00,93432.84741049999,XBTEUR
1638670260,43356.0,43361.3,43355.0,43355.1,43355.8,2.00825402,13,2021-12-05 02:11:00,87068.053862502,XBTEUR
1638670320,43355.1,43367.0,43320.2,43367.0,43353.2,10.41783719,38,2021-12-05 02:12:00,451790.34541873,XBTEUR
1638670380,43367.5,43367.9,43362.0,43362.4,43364.8,0.25929016,9,2021-12-05 02:13:00,11243.443633984,XBTEUR
1638670440,43350.4,43350.4,43332.9,43339.2,43345.1,0.25387584,6,2021-12-05 02:14:00,11002.775804928,XBTEUR
1638670500,43341.1,43363.1,43341.0,43363.0,43357.5,2.45064040,38,2021-12-05 02:15:00,106267.1196652,XBTEUR
1638670560,43394.9,43401.6,43388.6,43388.6,43394.5,0.00435178,5,2021-12-05 02:16:00,188.81764170800002,XBTEUR
1638670620,43388.1,43388.1,43341.4,43357.1,43350.2,0.78892768,7,2021-12-05 02:17:00,34205.616314528,XBTEUR
1638670680,43327.8,43400.6,43327.8,43398.6,43333.0,0.19060767,7,2021-12-05 02:18:00,8272.106027262,XBTEUR
1638670740,43383.6,43383.6,43352.4,43352.4,43373.4,0.00333758,3,2021-12-05 02:19:00,144.69210319200002,XBTEUR
1638670800,43412.7,43456.9,43412.7,43456.9,43451.4,0.16776949,17,2021-12-05 02:20:00,7290.741949981,XBTEUR
1638670860,43432.0,43490.6,43427.3,43490.6,43470.7,0.04473420,6,2021-12-05 02:21:00,1945.51719852,XBTEUR
1638670920,43491.8,43526.5,43491.8,43526.5,43509.1,0.06818479,9,2021-12-05 02:22:00,2967.8452619349996,XBTEUR
1638670980,43526.6,43526.6,43472.6,43472.6,43493.1,0.41708860,8,2021-12-05 02:23:00,18131.92587236,XBTEUR
1638671040,43472.8,43477.3,43394.8,43402.0,43433.5,0.02995618,8,2021-12-05 02:24:00,1300.1581243599999,XBTEUR
1638671100,43411.7,43466.3,43374.3,43466.3,43434.1,0.11572531,8,2021-12-05 02:25:00,5030.151042053,XBTEUR
1638671160,43465.8,43465.8,43461.9,43461.9,43465.3,0.00081732,4,2021-12-05 02:26:00,35.522280108,XBTEUR
1638671220,43443.8,43454.8,43407.9,43407.9,43412.9,0.06506156,5,2021-12-05 02:27:00,2824.1856903240005,XBTEUR
1638671280,43404.5,43404.5,43383.2,43386.0,43392.0,0.01512255,4,2021-12-05 02:28:00,656.1069543,XBTEUR
1638671340,43423.8,43442.7,43423.8,43442.7,43439.8,0.11126064,8,2021-12-05 02:29:00,4833.462605327999,XBTEUR
1638671400,43465.8,43494.9,43465.8,43494.9,43493.4,0.03137637,5,2021-12-05 02:30:00,1364.7120755130002,XBTEUR
1638671460,43474.8,43474.8,43474.8,43474.8,43474.8,0.01057986,1,2021-12-05 02:31:00,459.957297528,XBTEUR
1638671520,43504.9,43513.2,43504.8,43513.2,43504.9,0.02373748,4,2021-12-05 02:32:00,1032.8937147359998,XBTEUR
1638671580,43524.2,43529.7,43524.2,43529.7,43528.4,0.93827010,9,2021-12-05 02:33:00,40842.61597196999,XBTEUR
1638671640,43530.6,43530.6,43451.4,43451.4,43507.8,3.63553554,24,2021-12-05 02:34:00,157969.108962756,XBTEUR
1638671700,43426.7,43446.6,43408.8,43446.6,43429.7,3.79996894,23,2021-12-05 02:35:00,165095.73054860398,XBTEUR
1638671760,43486.9,43493.1,43449.4,43450.7,43450.5,2.11719620,6,2021-12-05 02:36:00,91993.65692734,XBTEUR
1638671820,43427.1,43427.1,43382.5,43382.6,43415.6,3.09849490,15,2021-12-05 02:37:00,134420.76484874,XBTEUR
1638671880,43383.4,43397.1,43383.4,43392.3,43394.7,3.63000050,9,2021-12-05 02:38:00,157514.07069615,XBTEUR
1638671940,43394.4,43398.4,43369.5,43383.6,43390.7,3.11742953,18,2021-12-05 02:39:00,135245.31575770798,XBTEUR
1638672000,43385.9,43433.5,43385.9,43423.2,43430.6,1.95475493,25,2021-12-05 02:40:00,84881.71427637599,XBTEUR
1638672060,43388.0,43409.7,43381.9,43405.4,43395.3,2.84863536,11,2021-12-05 02:41:00,123646.157254944,XBTEUR
1638672120,43406.5,43442.7,43406.5,43442.7,43436.2,2.33618279,14,2021-12-05 02:42:00,101490.088091133,XBTEUR
1638672180,43442.6,43509.1,43442.6,43509.1,43482.1,3.41368342,16,2021-12-05 02:43:00,148526.293289122,XBTEUR
1638672240,43511.2,43528.3,43470.4,43470.4,43502.4,3.92184987,15,2021-12-05 02:44:00,170484.382588848,XBTEUR
1638672300,43496.0,43548.6,43496.0,43513.2,43533.5,6.41136436,17,2021-12-05 02:45:00,278978.979669552,XBTEUR
1638672360,43530.4,43551.5,43530.4,43545.1,43548.3,1.40726630,22,2021-12-05 02:46:00,61279.55176013,XBTEUR
1638672420,43545.1,43545.2,43480.2,43480.2,43498.7,0.83417544,15,2021-12-05 02:47:00,36270.114966288,XBTEUR
1638672480,43473.2,43550.4,43473.2,43550.4,43486.8,3.91866070,11,2021-12-05 02:48:00,170659.24094928,XBTEUR
1638672540,43551.3,43580.4,43551.3,43580.4,43577.7,3.14838436,10,2021-12-05 02:49:00,137207.849762544,XBTEUR
1638672600,43584.5,43585.8,43491.3,43491.3,43502.1,4.78097297,29,2021-12-05 02:50:00,207930.729730161,XBTEUR
1638672660,43502.3,43515.2,43442.2,43447.8,43478.1,12.29544331,44,2021-12-05 02:51:00,534209.961844218,XBTEUR
1638672720,43447.9,43470.9,43447.9,43462.5,43459.8,3.75914258,13,2021-12-05 02:52:00,163381.73438325,XBTEUR
1638672780,43450.2,43462.8,43411.7,43411.7,43451.4,5.91121091,22,2021-12-05 02:53:00,256615.71466164698,XBTEUR
1638672840,43422.9,43422.9,43397.2,43397.2,43408.6,0.27918946,8,2021-12-05 02:54:00,12116.040833512,XBTEUR
1638672900,43405.1,43497.5,43405.1,43497.5,43471.6,3.28474588,19,2021-12-05 02:55:00,142878.2339153,XBTEUR
1638672960,43497.6,43517.6,43482.5,43495.1,43498.3,4.49631660,30,2021-12-05 02:56:00,195567.74014866,XBTEUR
1638673020,43497.6,43526.3,43490.4,43522.9,43499.2,3.84775005,26,2021-12-05 02:57:00,167465.24065114502,XBTEUR
1638673080,43523.5,43546.1,43523.5,43545.0,43536.0,2.98424946,33,2021-12-05 02:58:00,129949.1427357,XBTEUR
1638673140,43545.0,43549.3,43508.0,43549.2,43523.4,3.47430705,34,2021-12-05 02:59:00,151303.29258186,XBTEUR
1638673200,43538.7,43545.7,43444.1,43448.8,43473.9,1.02082581,15,2021-12-05 03:00:00,44353.656453528005,XBTEUR
1638673260,43448.8,43448.9,43407.0,43423.7,43422.3,0.23889796,15,2021-12-05 03:01:00,10373.833345652,XBTEUR
1638673320,43468.0,43495.0,43389.2,43426.7,43469.5,8.27031806,50,2021-12-05 03:02:00,359152.62129620195,XBTEUR
1638673380,43425.8,43425.9,43357.3,43366.4,43362.4,1.40950211,8,2021-12-05 03:03:00,61125.032303104,XBTEUR
1638673440,43372.9,43454.5,43372.9,43444.4,43390.3,3.18736258,23,2021-12-05 03:04:00,138473.054870552,XBTEUR
1638673500,43456.1,43464.9,43456.1,43456.1,43456.7,13.86344088,27,2021-12-05 03:05:00,602451.073225368,XBTEUR
1638673560,43456.3,43456.3,43424.9,43440.3,43445.4,0.43131834,13,2021-12-05 03:06:00,18736.598085102003,XBTEUR
1638673620,43440.4,43458.0,43427.9,43458.0,43438.8,0.72537487,10,2021-12-05 03:07:00,31523.34110046,XBTEUR
1638673680,43458.0,43463.2,43457.9,43463.0,43461.2,0.17079591,5,2021-12-05 03:08:00,7423.30263633,XBTEUR
1638673740,43457.3,43472.6,43456.7,43472.6,43472.4,0.31335554,4,2021-12-05 03:09:00,13622.380048203999,XBTEUR
1638673800,43460.0,43463.7,43380.9,43394.7,43460.2,1.16672294,25,2021-12-05 03:10:00,50629.591964418,XBTEUR
1638673860,43424.4,43451.5,43417.9,43451.5,43445.3,0.84425516,16,2021-12-05 03:11:00,36684.15308474,XBTEUR
1638673920,43454.8,43489.0,43454.8,43489.0,43465.6,1.33061489,11,2021-12-05 03:12:00,57867.11095121,XBTEUR
1638673980,43494.8,43504.3,43493.6,43493.6,43495.6,0.95968876,17,2021-12-05 03:13:00,41740.319051936,XBTEUR
1638674040,43516.4,43525.8,43502.2,43512.0,43512.3,1.94776866,24,2021-12-05 03:14:00,84751.30993392,XBTEUR
1638674100,43525.9,43532.7,43489.6,43530.7,43531.7,1.27373557,18,2021-12-05 03:15:00,55446.60097699899,XBTEUR
1638674160,43539.5,43553.9,43535.6,43552.9,43543.7,0.79249955,17,2021-12-05 03:16:00,34515.653651195,XBTEUR
1638674220,43553.5,43583.7,43553.5,43583.7,43572.7,0.60438803,9,2021-12-05 03:17:00,26341.466583110996,XBTEUR
1638674280,43578.1,43602.9,43578.1,43602.9,43594.4,0.34918031,11,2021-12-05 03:18:00,15225.274138899,XBTEUR
1638674340,43602.9,43639.4,43602.9,43634.5,43616.3,1.68001087,24,2021-12-05 03:19:00,73306.434307015,XBTEUR
1638674400,43630.0,43632.4,43630.0,43631.9,43632.0,0.23216283,7,2021-12-05 03:20:00,10129.705382277,XBTEUR
1638674460,43622.1,43638.2,43622.1,43638.2,43622.1,1.49851471,13,2021-12-05 03:21:00,65392.484617922,XBTEUR
1638674520,43638.0,43671.1,43638.0,43671.1,43651.5,0.66832718,6,2021-12-05 03:22:00,29186.583110498,XBTEUR
1638674580,43678.0,43708.6,43678.0,43708.6,43707.4,0.14446426,13,2021-12-05 03:23:00,6314.330554636001,XBTEUR
1638674640,43716.7,43716.8,43671.6,43671.6,43676.4,4.80711341,19,2021-12-05 03:24:00,209934.333996156,XBTEUR
1638674700,43673.9,43692.3,43625.1,43692.2,43669.0,2.03416362,13,2021-12-05 03:25:00,88877.083717764,XBTEUR
1638674760,43686.6,43693.9,43686.6,43689.0,43689.1,0.73002529,8,2021-12-05 03:26:00,31894.07489481,XBTEUR
1638674820,43672.0,43676.0,43625.1,43625.1,43650.7,3.24296665,42,2021-12-05 03:27:00,141474.744402915,XBTEUR
1638674880,43625.2,43625.2,43598.3,43621.1,43616.4,4.24527412,32,2021-12-05 03:28:00,185183.52691593202,XBTEUR
1638674940,43635.6,43635.7,43565.1,43574.1,43617.9,3.11004412,33,2021-12-05 03:29:00,135517.373489292,XBTEUR
1638675000,43579.9,43675.2,43579.9,43675.2,43643.1,2.68619686,24,2021-12-05 03:30:00,117320.18509987199,XBTEUR
1638675060,43675.1,43692.2,43660.3,43660.3,43678.1,2.60826912,10,2021-12-05 03:31:00,113877.812259936,XBTEUR
1638675120,43670.5,43726.4,43654.9,43718.1,43695.7,2.60986099,37,2021-12-05 03:32:00,114098.163746919,XBTEUR
1638675180,43718.6,43729.8,43700.9,43700.9,43702.8,2.85108658,16,2021-12-05 03:33:00,124595.049523922,XBTEUR
1638675240,43712.5,43727.2,43707.1,43724.8,43714.3,1.45087845,13,2021-12-05 03:34:00,63439.370050560006,XBTEUR
1638675300,43721.8,43730.2,43719.5,43723.9,43727.4,5.52742884,25,2021-12-05 03:35:00,241680.745857276,XBTEUR
1638675360,43738.2,43754.9,43691.0,43754.9,43728.0,3.25677028,25,2021-12-05 03:36:00,142499.657924372,XBTEUR
1638675420,43767.0,43773.2,43762.4,43771.7,43770.5,1.54586766,21,2021-12-05 03:37:00,67665.255453222,XBTEUR
